CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Wheat,51,68.69,19.36,56.38,0
Maize,82,14.39,22.63,82.1,1
Cotton,17,61.28,21.02,47.75,0
Rice,104,84.44,27.55,90.38,0
Rice,13,33.09,28.37,81.89,1
Rice,109,62.38,31.33,85.04,0
Potato,2,63.8,23.28,76.84,0
Maize,58,72.56,21.33,72.38,0
Cotton,106,31.56,36.28,71.78,0
Potato,114,42.97,18.61,71.35,0
Maize,101,77.71,25.29,45.18,0
Sugarcane,26,71.97,32.67,55.45,0
Wheat,123,91.5,21.22,61.64,0
Rice,110,69.82,33.85,81.05,0
Potato,68,39.3,22.97,46.76,0
Potato,65,62.8,11.64,59.03,0
Maize,52,25.08,24.81,62.74,1
Sugarcane,76,53.8,20.97,80.01,0
Cotton,113,12.83,36.48,52.66,1
Sugarcane,97,84.12,24.05,66.06,0
Cotton,72,42.17,28.57,59.29,0
Wheat,133,30.21,14.96,58.11,0
Sugarcane,59,54.48,31.9,86.68,0
Rice,73,64.28,24.77,82.58,0
Potato,33,23.8,22.43,64.9,1
Potato,22,46.58,25.15,66.25,0
Sugarcane,18,32.62,24.45,72.88,1
Maize,11,41.73,35.95,65.84,0
Cotton,143,66.95,25.7,51.83,0
Cotton,73,30.95,30.31,52.73,0
Wheat,9,76.56,19.16,72.33,0
Sugarcane,103,88.65,26.49,59.65,0
Maize,90,68.87,26.32,67.41,0
Rice,130,61.84,39.1,80.18,0
Wheat,98,64.71,16.97,56.32,0
Sugarcane,3,59.99,22.32,59.04,0
Sugarcane,76,54.59,32.88,77.3,0
Potato,82,42.13,17.69,72.05,0
Potato,134,41.66,10.13,56.06,0
Maize,14,53.38,16.94,55.8,0
Sugarcane,67,67.21,29.85,56.7,0
Rice,102,62.02,22.46,75.79,0
Cotton,139,39.81,28.29,57.46,0
Cotton,18,50.04,41.04,52.71,0
Potato,136,30.48,14.84,66.04,1
Sugarcane,43,33.34,32.39,69.04,1
Potato,14,19.22,12.74,77.87,1
Wheat,44,92.77,8.09,53.78,0
Sugarcane,42,74.48,40.26,76.25,0
Sugarcane,42,14.64,25.51,69.8,1
Wheat,135,90.48,25.95,46.03,0
Potato,98,10.02,23.91,75.83,1
Potato,1,87.22,31.99,72.81,0
Maize,61,37.59,22.68,67.88,0
Potato,41,24.02,11.29,69.33,1
Maize,27,33.03,24.37,60.78,1
Sugarcane,36,65.52,39.73,61.91,0
Rice,147,69.93,28.66,78.73,0
Potato,80,28.26,13.85,73.07,1
Maize,24,39.43,17.17,66.51,0
Potato,122,38.55,17.27,57.62,0
Cotton,31,76.27,26.73,55.43,0
Potato,41,51.8,22.34,83.85,0
Wheat,66,61.52,15.39,59.75,0
Cotton,54,80.29,28.91,53.9,0
Wheat,64,34.65,19.88,72.16,0
Wheat,44,28.33,17.26,52.8,1
Sugarcane,95,58.42,42.48,70.32,0
Maize,132,48.45,22.51,65.18,0
Maize,51,64.68,22.1,60.42,0
Maize,138,71.06,30.12,47.24,0
Potato,81,73.65,13.67,86.36,0
Maize,144,12.45,28.38,63.35,1
Cotton,71,85.22,25.48,51.84,0
Cotton,139,56.3,39.11,59.28,0
Maize,28,24.9,28.27,76.29,1
Maize,95,66.7,32.9,70.06,0
Potato,138,61.51,28.49,66.18,0
Cotton,34,87.87,25.67,52.32,0
Rice,36,41.81,36.73,86.18,1
Sugarcane,25,77.96,18.16,71.07,0
Cotton,109,64.26,45.48,60.29,0
Maize,50,53.93,25.35,65.99,0
Wheat,12,84.36,21.07,62.64,0
Rice,43,50.24,35.28,94.36,1
Sugarcane,111,15.29,37.0,71.31,1
Cotton,77,30.46,31.9,75.35,0
Cotton,107,65.14,31.88,77.18,0
Potato,83,87.2,11.35,59.73,0
Wheat,71,25.19,13.02,50.86,1
Sugarcane,137,56.64,30.23,81.56,0
Sugarcane,74,18.07,22.21,77.08,1
Cotton,146,86.68,39.28,63.78,0
Cotton,46,85.02,29.69,64.83,0
Rice,136,16.01,35.78,91.26,1
Sugarcane,140,59.72,30.18,62.75,0
Potato,144,54.83,18.45,65.09,0
Sugarcane,48,59.93,40.99,82.02,0
Potato,107,81.27,16.69,71.49,0
Sugarcane,47,13.16,31.45,73.13,1
Potato,46,67.68,22.83,78.19,0
Potato,81,86.25,20.15,68.16,0
Wheat,145,80.3,17.81,42.52,0
Potato,18,42.19,25.71,72.36,0
Sugarcane,19,15.96,32.37,53.58,1
Maize,84,78.88,23.25,54.15,0
Cotton,103,79.06,32.83,75.14,0
Sugarcane,60,92.68,21.99,73.92,0
Sugarcane,47,54.44,35.02,82.66,0
Wheat,87,89.51,17.89,67.13,0
Sugarcane,18,93.14,28.91,52.95,0
Sugarcane,21,79.76,27.7,70.7,0
Rice,96,13.46,15.29,72.97,1
Rice,35,66.23,32.53,72.71,0
Maize,82,88.61,22.39,57.53,0
Rice,130,23.97,34.91,71.28,1
Cotton,73,31.01,32.84,56.36,0
Potato,68,47.68,22.96,80.93,0
Potato,61,39.67,21.09,68.16,0
Wheat,34,23.83,21.1,58.31,1
Potato,132,75.12,24.13,79.76,0
Cotton,60,55.39,33.92,51.55,0
Sugarcane,3,78.17,31.86,71.68,0
Rice,77,52.05,23.41,68.85,1
Cotton,80,23.64,32.74,47.45,1
Maize,102,33.91,24.74,57.28,1
Sugarcane,96,36.95,40.27,74.59,1
Rice,50,60.24,30.39,77.76,0
Maize,10,70.79,20.44,67.59,0
Maize,79,37.15,26.37,59.63,0
Potato,17,74.36,17.19,57.08,0
Maize,5,66.22,25.95,44.65,0
Wheat,28,82.09,26.36,59.37,0
Potato,122,64.49,14.13,63.05,0
Potato,32,58.73,24.11,68.9,0
Cotton,114,58.68,30.07,54.95,0
Wheat,141,89.3,18.05,62.03,0
Wheat,121,12.04,22.52,60.85,1
Potato,34,15.64,22.55,75.07,1
Cotton,37,87.88,40.55,53.75,0
Sugarcane,48,58.33,33.29,76.27,0
Cotton,77,13.78,29.54,65.51,1
Maize,121,89.36,20.87,72.59,0
Maize,124,80.67,26.91,75.08,0
Cotton,60,48.75,28.74,52.97,0
Rice,73,71.27,26.71,75.22,0
Rice,67,28.81,23.61,81.06,1
Potato,115,22.53,15.6,50.33,1
Sugarcane,88,15.2,23.83,64.7,1
Cotton,105,34.9,33.67,58.99,0
Rice,131,29.9,24.97,76.33,1
Cotton,147,61.95,26.78,71.11,0
Cotton,78,35.03,40.53,67.64,0
Potato,88,92.53,17.38,75.11,0
Wheat,134,44.05,25.24,65.62,0
Rice,121,80.76,30.25,81.7,0
Potato,143,28.9,17.85,53.92,1
Wheat,115,26.76,23.0,51.39,1
Sugarcane,58,20.0,22.07,63.01,1
Wheat,114,58.16,17.06,76.18,0
Rice,86,54.53,15.16,93.5,1
Maize,1,73.82,26.73,54.92,0
Rice,3,10.17,29.21,90.53,1
Cotton,44,55.67,30.84,67.33,0
Rice,106,58.31,30.61,94.28,1
Sugarcane,107,69.75,32.15,86.98,0
Potato,141,23.14,17.77,54.4,1
Potato,39,76.32,21.81,55.28,0
Potato,130,72.28,17.02,61.11,0
Rice,65,81.07,40.9,79.87,0
Sugarcane,47,64.24,29.05,64.78,0
Rice,52,54.47,23.47,72.87,1
Rice,15,91.67,34.89,88.44,0
Wheat,76,32.67,19.53,42.92,0
Cotton,7,71.09,19.54,78.52,0
Maize,18,85.07,35.27,76.49,0
Maize,113,46.83,21.46,65.77,0
Maize,45,15.07,27.31,59.85,1
Wheat,101,60.61,20.16,75.36,0
Potato,87,52.38,24.24,69.81,0
Maize,59,63.11,26.46,60.86,0
Potato,129,32.92,16.52,76.15,1
Cotton,23,24.45,25.93,53.58,1
Wheat,149,68.94,16.65,68.04,0
Potato,73,47.38,24.83,81.74,0
Potato,103,71.26,15.19,71.85,0
Potato,101,29.36,22.61,79.02,1
Sugarcane,149,26.25,24.12,76.29,1
Wheat,132,67.94,24.0,54.13,0
Sugarcane,16,21.93,24.63,72.87,1
Rice,20,77.83,33.03,71.51,0
Rice,130,84.68,27.78,93.68,0
Maize,145,64.28,30.11,73.22,0
Rice,88,52.36,28.88,89.53,1
Sugarcane,139,23.82,30.3,78.27,1
Sugarcane,46,64.79,31.93,76.22,0
Potato,130,12.24,17.9,68.4,1
Cotton,136,73.76,40.22,58.43,0
Cotton,41,50.92,35.33,53.12,0
Potato,33,16.17,20.06,65.37,1
Maize,119,56.13,25.15,87.41,0
Wheat,7,45.86,26.27,54.02,0
Potato,80,43.02,24.09,64.56,0
Sugarcane,47,62.38,30.01,80.79,0
Wheat,3,40.23,26.57,56.96,0
Potato,52,17.29,21.8,80.31,1
Rice,17,33.29,37.93,89.56,1
Cotton,12,24.68,26.4,58.32,1
Potato,117,90.0,21.44,84.25,0
Maize,14,57.7,17.1,81.86,0
Cotton,74,26.17,30.23,60.64,0
Cotton,113,63.88,24.35,77.37,0
Wheat,19,90.61,21.5,37.64,0
Potato,141,51.7,16.76,69.32,0
Rice,133,41.33,31.65,100.03,1
Sugarcane,42,11.1,30.79,82.71,1
Wheat,5,90.12,14.12,61.46,0
Cotton,3,76.64,30.13,61.62,0
Rice,140,48.1,31.38,75.14,1
Maize,99,81.67,27.25,71.83,0
Potato,52,23.88,18.15,73.02,1
Maize,73,60.57,30.61,60.13,0
Maize,25,70.0,26.95,60.17,0
Wheat,57,48.68,20.2,62.38,0
Wheat,104,72.43,18.08,59.96,0
Sugarcane,102,57.93,30.46,66.0,0
Sugarcane,6,51.15,40.76,65.26,0
Cotton,58,84.29,29.89,76.83,0
Sugarcane,144,48.91,36.61,69.53,0
Rice,112,32.31,25.17,76.24,1
Cotton,124,11.01,34.91,50.39,1
Wheat,96,70.3,5.23,54.77,0
Wheat,82,65.27,20.09,49.17,0
Sugarcane,148,67.86,36.77,71.87,0
Cotton,80,42.39,35.06,62.45,0
Rice,29,91.66,21.69,78.22,0
Maize,84,90.76,25.46,84.17,0
Sugarcane,80,34.47,28.73,77.37,1
Maize,102,77.71,29.4,68.33,0
Wheat,10,43.87,19.16,64.68,0
Potato,1,26.47,23.22,62.61,1
Cotton,36,39.15,24.27,52.27,0
Cotton,60,25.87,32.49,66.98,0
Cotton,38,22.26,41.18,68.09,1
Wheat,67,74.22,11.56,49.41,0
Potato,36,78.2,26.19,73.06,0
Potato,81,86.79,15.24,76.79,0
Cotton,60,82.77,24.55,49.29,0
Rice,9,41.55,33.92,88.6,1
Cotton,10,58.14,29.79,75.22,0
Potato,27,31.98,19.29,58.26,1
Cotton,149,57.24,26.95,67.74,0
Sugarcane,13,55.03,24.02,83.34,0
Rice,53,80.08,33.56,84.54,0
Wheat,93,51.43,18.23,64.13,0
Potato,147,12.13,30.75,57.45,1
Maize,91,90.19,20.65,57.55,0
Maize,78,70.09,20.05,55.83,0
Wheat,88,92.78,11.41,50.66,0
Wheat,60,65.37,17.07,67.95,0
Cotton,112,56.89,34.31,53.42,0
Cotton,81,90.97,23.2,45.24,0
Cotton,40,12.43,29.35,67.92,1
Wheat,111,27.51,8.93,69.3,1
Potato,2,83.02,27.88,81.24,0
Wheat,86,78.76,19.66,61.08,0
Potato,89,44.57,23.39,68.23,0
Rice,83,69.0,30.94,89.56,0
Maize,5,67.35,22.29,40.77,0
Cotton,70,14.69,29.04,46.33,1
Rice,72,74.78,33.1,77.52,0
Potato,9,40.11,21.74,69.04,0
Wheat,47,67.78,8.04,63.47,0
Cotton,94,84.98,28.72,53.53,0
Wheat,122,59.18,13.67,58.59,0
Sugarcane,23,13.03,34.72,59.05,1
Rice,116,87.97,32.07,85.3,0
Wheat,31,36.37,17.37,61.77,0
Maize,138,79.68,27.67,41.89,0
Rice,129,67.38,33.85,89.78,0
Rice,145,41.6,36.08,99.01,1
Potato,145,94.24,26.15,71.47,0
Cotton,57,69.81,32.63,57.77,0
Rice,87,12.65,25.6,72.87,1
Cotton,4,77.73,28.39,71.18,0
Sugarcane,51,64.5,30.5,68.12,0
Wheat,33,73.88,21.17,53.76,0
Cotton,32,82.37,33.58,56.07,0
Maize,98,71.87,31.74,71.3,0
Maize,12,64.88,21.51,40.73,0
Wheat,136,92.25,15.31,56.27,0
Potato,75,94.21,22.76,74.76,0
Wheat,135,85.59,17.68,58.19,0
Maize,83,33.19,33.92,73.0,1
Cotton,41,44.69,27.7,60.92,0
Cotton,110,66.29,35.09,61.26,0
Sugarcane,104,17.21,32.1,68.42,1
Sugarcane,149,78.82,32.78,78.6,0
Sugarcane,93,57.37,25.95,74.13,0
Maize,40,88.26,29.93,73.97,0
Rice,129,93.17,26.45,96.94,0
Wheat,19,20.94,21.74,58.05,1
Sugarcane,81,41.84,29.95,51.74,0
Cotton,116,45.69,28.75,66.81,0
Sugarcane,64,78.42,29.75,72.16,0
Cotton,112,46.87,20.38,58.61,0
Sugarcane,51,70.45,34.71,70.86,0
Sugarcane,146,52.99,26.26,76.11,0
Rice,63,21.69,36.87,78.24,1
Rice,6,80.1,30.75,72.35,0
Cotton,18,93.29,32.35,34.66,0
Sugarcane,148,78.9,36.84,74.08,0
Potato,65,47.04,16.14,64.2,0
Sugarcane,29,55.89,24.99,81.64,0
Potato,144,47.88,18.63,73.24,0
Sugarcane,120,18.96,26.68,87.11,1
Sugarcane,82,64.47,36.47,52.4,1
Wheat,113,46.79,23.2,77.95,0
Maize,73,42.07,18.65,76.96,0
Potato,1,94.01,21.72,92.63,0
Cotton,124,47.32,29.49,49.29,0
Wheat,104,49.91,14.92,79.5,0
Potato,147,21.01,19.48,57.61,1
Rice,89,26.36,27.62,91.1,1
Wheat,76,34.03,28.86,66.89,0
Wheat,54,12.03,15.35,55.94,1
Wheat,108,82.47,19.73,47.03,0
Wheat,119,39.72,23.37,53.72,0
Cotton,4,32.44,28.38,68.41,0
Sugarcane,31,11.76,28.57,64.5,1
Rice,8,57.66,28.69,76.55,1
Cotton,81,80.4,34.72,48.57,0
Maize,140,46.54,27.34,82.12,0
Wheat,95,89.85,27.23,62.44,0
Cotton,34,17.62,25.0,64.14,1
Sugarcane,67,68.23,25.54,74.36,0
Potato,39,90.8,20.17,56.19,0
Maize,38,17.63,31.07,61.37,1
Rice,68,13.41,24.6,81.57,1
Sugarcane,30,16.95,34.16,90.99,1
Cotton,6,30.63,30.36,51.46,0
Sugarcane,68,34.43,34.8,66.35,1
Cotton,124,74.96,38.21,48.52,0
Rice,90,77.79,23.89,71.92,0
Sugarcane,59,85.44,29.12,68.86,0
Wheat,117,41.32,28.18,63.29,0
Wheat,63,35.33,21.5,55.33,0
Wheat,9,52.94,22.17,66.12,0
Cotton,99,47.08,27.5,39.68,0
Cotton,13,52.83,26.05,57.18,0
Sugarcane,142,74.05,26.18,74.76,0
Wheat,100,64.04,19.6,48.84,0
Cotton,90,28.63,30.68,77.38,0
Cotton,106,58.07,26.32,69.06,0
Potato,146,88.33,29.42,71.01,0
Potato,112,41.91,25.26,62.77,0
Potato,92,58.57,20.19,69.61,0
Cotton,99,36.12,26.49,57.85,0
Maize,68,17.11,23.75,78.62,1
Wheat,30,12.44,17.6,54.54,1
Maize,109,60.78,19.76,71.99,0
Sugarcane,145,21.31,36.61,53.86,1
Rice,86,75.01,32.74,70.0,0
Cotton,75,86.53,19.99,60.59,0
Maize,70,57.52,22.56,66.83,0
Cotton,131,29.16,27.99,80.71,0
Cotton,20,78.49,25.08,63.16,0
Rice,85,58.31,28.64,71.61,1
Maize,141,47.08,29.37,63.56,0
Potato,91,61.66,10.6,81.33,0
Rice,122,73.71,19.33,101.0,0
Sugarcane,45,75.79,35.07,68.77,0
Sugarcane,132,64.99,34.99,70.43,0
Potato,98,92.25,13.26,64.16,0
Sugarcane,103,83.07,27.74,56.47,0
Potato,93,67.07,20.0,51.46,0
Maize,43,78.47,19.28,62.91,0
Potato,118,49.16,19.53,69.82,0
Sugarcane,106,58.95,33.36,68.52,0
Potato,76,79.55,23.16,64.61,0
Cotton,49,38.46,27.98,79.7,0
Sugarcane,143,26.22,34.1,60.93,1
Potato,67,87.47,11.7,71.51,0
Rice,88,86.93,34.7,88.83,0
Cotton,41,79.24,27.84,70.41,0
Maize,43,22.75,20.75,61.01,1
Potato,92,69.68,18.0,86.41,0
Wheat,18,37.21,16.69,63.43,0
Potato,114,32.78,12.35,54.96,1
Sugarcane,99,30.1,36.02,64.5,1
Cotton,8,14.98,25.37,47.68,1
Potato,110,64.63,25.49,53.05,0
Wheat,140,58.45,24.0,71.72,0
Sugarcane,62,61.5,34.37,69.88,0
Maize,100,63.04,21.9,36.82,0
Rice,81,19.4,32.08,82.27,1
Potato,115,56.82,18.29,90.54,0
Potato,40,12.43,19.15,61.18,1
Cotton,61,41.28,33.16,54.46,0
Potato,77,91.3,23.42,74.1,0
Cotton,4,74.53,32.37,61.01,0
Potato,58,44.12,14.73,68.29,0
Maize,81,23.91,27.44,68.75,1
Cotton,126,28.39,32.65,60.07,0
Sugarcane,65,71.34,26.13,72.24,0
Rice,100,22.05,19.2,75.12,1
Rice,22,49.47,35.14,77.1,1
Rice,130,73.38,39.51,74.29,0
Wheat,75,39.17,26.47,58.44,0
Rice,21,78.94,31.06,75.82,0
Sugarcane,78,31.36,29.36,68.16,1
Potato,100,62.95,28.5,63.35,0
Potato,118,33.56,19.0,74.93,1
Cotton,148,73.24,32.95,41.81,0
Potato,3,74.37,20.37,61.23,0
Cotton,36,75.6,26.61,53.07,0
Rice,41,66.07,20.69,72.35,0
Sugarcane,61,63.2,36.33,59.78,1
Potato,126,77.15,25.46,66.04,0
Maize,103,23.57,24.73,64.81,1
Potato,27,22.25,29.89,53.6,1
Wheat,148,92.26,21.0,50.42,0
Maize,125,84.3,25.05,69.23,0
Potato,26,45.9,23.68,61.8,0
Potato,130,51.53,24.54,69.2,0
Potato,100,32.25,18.4,63.15,1
Wheat,116,86.38,25.12,75.38,0
Maize,106,64.62,25.45,74.85,0
Wheat,21,56.03,22.84,58.7,0
Rice,45,25.98,31.76,95.35,1
Cotton,20,33.07,34.45,71.76,0
Cotton,139,12.84,25.15,68.51,1
Sugarcane,53,59.25,26.25,75.88,0
Rice,17,25.2,19.14,91.56,1
Potato,60,51.56,15.61,62.57,0
Maize,146,66.92,27.34,51.27,0
Sugarcane,18,27.92,26.86,75.29,1
Potato,86,17.91,18.21,48.55,1
Wheat,129,41.56,16.26,78.61,0
Potato,87,67.11,27.55,67.04,0
Wheat,26,47.3,22.64,66.04,0
Sugarcane,22,72.67,32.15,88.94,0
Maize,7,52.07,24.93,66.66,0
Rice,9,13.96,26.26,67.23,1
Maize,67,62.43,28.77,63.42,0
Cotton,50,28.6,33.98,69.41,0
Cotton,51,48.04,26.81,62.82,0
Cotton,38,47.05,33.05,76.41,0
Maize,70,21.02,26.56,71.45,1
Cotton,33,46.49,27.88,72.01,0
Rice,88,21.99,24.48,85.36,1
Sugarcane,45,12.06,29.02,77.28,1
Cotton,111,66.12,25.44,51.84,0
Rice,116,33.57,29.31,81.18,1
Cotton,4,65.43,25.58,58.46,0
Maize,47,88.43,27.96,74.47,0
Cotton,5,42.87,27.68,72.36,0
Rice,49,82.98,24.47,67.95,0
Rice,37,24.83,37.22,93.04,1
Maize,110,15.45,22.71,89.19,1
Rice,128,72.65,30.03,76.52,0
Wheat,68,66.36,19.63,66.61,0
Sugarcane,4,73.05,23.76,63.8,0
Sugarcane,147,25.32,38.5,104.9,1
Potato,21,44.75,15.71,63.05,0
Rice,82,93.35,30.38,74.71,0
Rice,71,87.87,35.2,83.94,0
Potato,4,65.76,11.15,68.7,0
Maize,136,38.91,12.6,53.67,0
Maize,76,47.25,29.5,77.85,0
Rice,114,43.56,30.29,88.29,1
Potato,92,73.82,18.16,62.7,0
Cotton,108,66.21,25.61,62.42,0
Cotton,146,23.69,21.51,70.42,1
Cotton,110,40.1,30.07,83.56,0
Rice,115,56.48,35.64,71.54,1
Sugarcane,102,13.84,32.66,79.64,1
Sugarcane,68,47.85,33.42,57.14,0
Sugarcane,137,62.52,33.01,88.62,0
Wheat,116,34.6,20.22,68.14,0
Wheat,87,91.47,15.46,49.57,0
Rice,40,64.6,40.79,62.08,1
Rice,57,11.84,26.76,78.25,1
Potato,36,86.67,18.71,51.88,0
Sugarcane,60,47.79,27.91,49.52,0
Wheat,86,44.31,27.1,66.09,0
Sugarcane,15,68.43,36.51,43.29,0
Potato,10,80.66,24.28,87.08,0
Rice,99,91.48,41.87,66.31,0
Sugarcane,126,13.69,37.54,65.91,1
Rice,103,56.82,26.81,83.68,1
Potato,27,55.36,13.77,55.36,0
Wheat,18,44.49,19.42,56.1,0
Wheat,132,23.99,1.82,80.92,1
Maize,60,38.22,33.36,69.7,0
Cotton,101,87.75,31.04,64.86,0
Maize,91,63.48,25.63,70.07,0
Potato,60,49.38,18.04,57.83,0
Wheat,137,65.24,22.73,78.79,0
Cotton,89,84.97,35.99,66.95,0
Cotton,147,29.92,24.71,38.19,0
Sugarcane,113,13.83,22.08,52.52,1
Wheat,96,58.6,15.4,41.68,0
Rice,22,29.97,29.88,80.82,1
Rice,27,22.85,43.5,79.24,1
Wheat,126,71.28,21.82,76.69,0
Maize,78,11.21,33.34,60.51,1
Potato,91,92.7,22.71,67.23,0
Sugarcane,34,64.23,33.44,65.91,0
Sugarcane,73,67.53,25.59,78.11,0
Potato,133,42.29,19.01,56.83,0
Rice,109,39.63,32.64,81.26,1
Maize,56,59.58,24.13,57.74,0
Cotton,37,37.44,32.27,66.95,0
Maize,120,42.29,21.37,75.45,0
Cotton,36,49.44,30.37,43.55,0
Wheat,101,73.85,21.88,55.61,0
Potato,146,83.83,19.28,77.54,0
Maize,48,86.74,25.32,65.82,0
Wheat,110,76.8,16.61,72.17,0
Sugarcane,58,58.5,34.74,77.27,0
Wheat,72,34.8,9.28,61.02,0
Sugarcane,46,53.33,32.89,47.96,0
Rice,86,86.85,32.81,70.22,0
Maize,67,84.49,24.91,54.28,0
Wheat,145,47.68,27.29,48.76,0
Sugarcane,15,60.87,27.93,63.8,0
Wheat,7,24.5,16.82,48.16,1
Potato,28,29.99,23.72,66.3,1
Rice,123,40.34,32.89,90.28,1
Maize,127,30.56,23.2,62.8,1
Maize,39,61.93,22.72,72.37,0
Sugarcane,137,62.87,29.52,73.5,0
Wheat,8,71.93,24.84,46.22,0
Cotton,99,26.26,31.46,48.71,0
Rice,63,46.79,34.21,81.24,1
Maize,101,85.71,24.21,73.06,0
Cotton,11,46.97,23.26,75.47,0
Wheat,146,78.36,21.94,77.46,0
Cotton,31,28.43,24.0,64.4,0
Maize,99,12.17,28.51,54.74,1
Cotton,21,54.06,33.83,67.33,0
Cotton,32,13.31,27.37,62.81,1
Rice,115,19.36,40.15,62.3,1
Rice,136,41.89,28.05,65.15,1
Rice,62,72.73,32.0,89.36,0
Cotton,35,66.11,38.02,45.56,1
Sugarcane,51,85.82,36.97,61.82,0
Sugarcane,69,27.36,25.13,80.16,1
Cotton,27,57.8,28.93,54.0,0
Sugarcane,46,53.8,31.1,66.13,0
Cotton,38,58.62,34.08,68.21,0
Potato,120,55.72,23.66,62.36,0
Sugarcane,7,68.94,39.19,74.22,0
Wheat,139,42.46,24.25,76.38,0
Sugarcane,130,90.48,24.7,59.05,0
Maize,12,45.62,22.14,60.3,0
Potato,56,34.76,32.45,70.53,1
Sugarcane,124,88.35,38.28,74.73,0
Rice,27,46.12,23.21,66.27,1
Maize,33,84.02,19.24,54.16,0
Maize,87,68.61,26.49,76.86,0
Potato,35,94.21,12.16,80.79,0
Rice,10,83.9,32.31,79.71,0
Maize,52,85.22,17.69,70.08,0
Potato,34,83.77,25.9,79.99,0
Potato,40,46.4,21.79,86.34,0
Wheat,124,23.1,22.48,69.09,1
Potato,82,12.51,25.2,62.52,1
Cotton,125,90.28,29.24,65.33,0
Rice,63,32.62,31.08,69.67,1
Cotton,36,46.28,26.19,36.91,0
Sugarcane,22,53.51,25.74,47.64,0
Cotton,109,46.6,29.86,28.63,0
Maize,114,68.33,20.47,47.7,0
Sugarcane,84,91.98,27.36,63.31,0
Rice,17,24.83,32.13,65.08,1
Sugarcane,55,51.36,22.57,75.62,0
Sugarcane,47,16.97,36.18,70.97,1
Maize,87,16.82,21.79,62.3,1
Wheat,110,51.97,14.97,45.54,0
Sugarcane,21,35.14,25.79,50.54,1
Maize,53,14.77,23.68,71.1,1
Potato,2,43.11,9.85,69.64,0
Wheat,32,58.64,23.16,50.03,0
Potato,81,65.05,19.42,76.79,0
Wheat,12,52.27,20.75,53.85,0
Rice,69,27.25,28.07,88.9,1
Wheat,33,51.33,12.68,65.63,0
Cotton,137,11.54,29.03,84.63,1
Sugarcane,23,75.92,29.02,75.98,0
Potato,1,43.71,20.09,74.74,0
Cotton,78,32.2,32.45,58.01,0
Potato,67,33.04,22.33,67.93,1
Rice,8,53.43,24.52,76.39,1
Rice,67,58.33,32.52,83.86,1
Sugarcane,59,23.4,25.63,54.24,1
Rice,135,27.27,27.91,71.27,1
Cotton,106,72.36,25.84,73.55,0
Cotton,107,62.73,27.59,62.37,0
Potato,11,32.15,18.82,65.35,1
Maize,75,70.69,29.03,65.03,0
Potato,17,36.54,22.42,64.73,0
Potato,18,18.36,21.63,62.37,1
Sugarcane,62,87.98,24.73,63.17,0
Maize,137,78.32,24.5,69.45,0
Cotton,83,25.37,28.81,55.98,0
Wheat,130,53.21,13.71,57.62,0
Wheat,89,59.27,19.14,60.91,0
Cotton,132,32.28,34.54,51.76,0
Maize,26,78.7,26.48,71.44,0
Potato,48,17.82,21.78,68.06,1
Rice,121,33.76,29.67,67.47,1
Rice,9,61.49,32.17,83.13,0
Sugarcane,26,16.86,30.26,74.61,1
Sugarcane,126,37.36,31.05,83.24,1
Rice,49,83.83,29.39,71.4,0
Cotton,26,82.23,24.1,47.29,0
Cotton,132,77.13,37.55,64.34,0
Wheat,149,10.54,16.9,60.32,1
Maize,132,81.23,23.74,63.16,0
Wheat,136,29.58,17.77,59.18,1
Sugarcane,63,86.46,22.82,75.51,0
Maize,81,67.2,13.42,71.23,0
Maize,38,71.56,21.6,63.18,0
Potato,16,86.05,24.15,77.5,0
Wheat,50,35.56,22.52,56.92,0
Sugarcane,132,77.03,33.73,72.96,0
Sugarcane,52,76.0,33.11,60.97,0
Cotton,82,90.75,36.31,50.45,0
Cotton,11,45.7,29.47,48.02,0
Sugarcane,131,51.93,28.5,58.22,0
Rice,25,69.21,21.89,80.45,0
Maize,14,11.34,20.58,50.75,1
Cotton,42,90.57,30.88,53.4,0
Rice,65,90.44,32.97,92.33,0
Wheat,66,85.18,22.08,74.76,0
Rice,139,80.61,39.52,79.94,0
Sugarcane,15,15.29,16.93,69.71,1
Potato,133,61.56,22.9,58.18,0
Cotton,29,80.65,27.17,49.51,0
Wheat,57,54.27,24.82,62.52,0
Wheat,118,65.84,13.84,65.86,0
Rice,109,16.62,23.23,87.5,1
Rice,85,69.11,32.45,82.53,0
Rice,33,54.67,19.35,91.24,1
Sugarcane,31,61.65,27.93,85.23,0
Maize,18,60.08,22.6,65.86,0
Rice,130,47.09,34.69,77.96,1
Maize,3,26.47,28.64,55.34,1
Wheat,128,50.91,17.77,45.84,0
Maize,42,77.75,23.59,40.5,0
Rice,113,29.98,30.43,90.46,1
Sugarcane,116,36.31,20.71,54.19,1
Rice,114,47.35,32.74,76.06,1
Potato,103,65.38,12.72,63.43,0
Rice,73,94.18,25.72,91.8,0
Potato,147,36.13,22.12,70.56,0
Cotton,47,42.56,28.41,56.54,0
Maize,96,23.29,26.36,46.57,1
Sugarcane,136,87.97,24.92,62.87,0
Wheat,116,63.74,23.03,55.88,0
Sugarcane,31,61.4,33.82,86.35,0
Potato,120,19.62,11.46,78.82,1
Potato,7,79.92,16.53,76.29,0
Rice,120,61.6,21.09,77.81,0
Maize,129,28.63,22.47,49.46,1
Cotton,85,79.18,34.4,60.39,0
Sugarcane,86,70.24,35.77,71.28,0
